#VERSION,,,,,,,,,,
##Create qccsvout Ver 2.3.1c. (QC to CSV converter),,,,,,,,,,
#FILE_TYPE,,,,,,,,,,
#FILE_SUM,,,,,,,,,,
#FILE_NO,,,,,,,,,,
#FILE_HEAD,,,,,,,,,,
T21,50021,Dummy_Test_50021,A, 23.3uA, 19.1uA,,,,,
X,Y,INDEX,DUT,G/N,C1,C1_MARK,C2,C2_MARK,FT,ET
49,148,1,1,GO,47,/,0,,0,0
49,147,1,2,GO,47,/,0,,0,0
49,144,1,3,GO,47,/,0,,0,0
49,143,1,4,GO,47,/,0,,0,0
49,140,1,5,GO,47,/,0,,0,0
49,139,1,6,GO,47,/,0,,0,0
49,136,1,7,GO,47,/,0,,0,0
49,135,1,8,GO,47,/,0,,0,0
50,148,1,9,GO,47,/,0,,0,0
50,147,1,10,GO,47,/,0,,0,0
50,144,1,11,GO,47,/,0,,0,0
50,143,1,12,GO,47,/,0,,0,0
50,140,1,13,GO,47,/,0,,0,0
50,139,1,14,GO,47,/,0,,0,0
50,136,1,15,GO,47,/,0,,0,0
50,135,1,16,GO,47,/,0,,0,0
51,148,1,17,GO,47,/,0,,0,0
51,147,1,18,GO,47,/,0,,0,0
51,144,1,19,GO,47,/,0,,0,0
51,143,1,20,NG,118,v,0,,1009,1009
51,140,1,21,NG,72,H,0,,1006,1006
51,139,1,22,GO,47,/,0,,0,0
51,136,1,23,GO,47,/,0,,0,0
51,135,1,24,GO,47,/,0,,0,0
52,148,1,25,GO,47,/,0,,0,0
52,147,1,26,GO,47,/,0,,0,0
52,144,1,27,GO,47,/,0,,0,0
52,143,1,28,GO,47,/,0,,0,0
52,140,1,29,GO,47,/,0,,0,0
52,139,1,30,GO,47,/,0,,0,0
52,136,1,31,GO,47,/,0,,0,0
52,135,1,32,NG,72,H,0,,10051,50019
53,148,1,33,GO,47,/,0,,0,0
53,147,1,34,GO,47,/,0,,0,0
53,144,1,35,GO,47,/,0,,0,0
53,143,1,36,GO,47,/,0,,0,0
53,140,1,37,GO,47,/,0,,0,0
53,139,1,38,GO,47,/,0,,0,0
53,136,1,39,GO,47,/,0,,0,0
53,135,1,40,GO,47,/,0,,0,0
54,148,1,41,GO,47,/,0,,0,0
54,147,1,42,GO,47,/,0,,0,0
54,144,1,43,GO,47,/,0,,0,0
54,143,1,44,GO,47,/,0,,0,0
54,140,1,45,GO,47,/,0,,0,0
54,139,1,46,GO,42,*,0,,1001,0
54,136,1,47,GO,47,/,0,,0,0
54,135,1,48,GO,47,/,0,,0,0
55,148,1,49,GO,47,/,0,,0,0
55,147,1,50,GO,47,/,0,,0,0
55,144,1,51,GO,47,/,0,,0,0
55,143,1,52,GO,47,/,0,,0,0
55,140,1,53,GO,47,/,0,,0,0
55,139,1,54,GO,47,/,0,,0,0
55,136,1,55,GO,47,/,0,,0,0
55,135,1,56,GO,47,/,0,,0,0
56,148,1,57,GO,47,/,0,,0,0
56,147,1,58,GO,47,/,0,,0,0
56,144,1,59,GO,47,/,0,,0,0
56,143,1,60,GO,47,/,0,,0,0
56,140,1,61,GO,47,/,0,,0,0
56,139,1,62,GO,47,/,0,,0,0
56,136,1,63,GO,47,/,0,,0,0
56,135,1,64,GO,47,/,0,,0,0
57,148,1,65,GO,47,/,0,,0,0
57,147,1,66,GO,47,/,0,,0,0
57,144,1,67,GO,47,/,0,,0,0
57,143,1,68,GO,47,/,0,,0,0
57,140,1,69,GO,47,/,0,,0,0
57,139,1,70,GO,47,/,0,,0,0
57,136,1,71,GO,47,/,0,,0,0
57,135,1,72,GO,47,/,0,,0,0
58,148,1,73,GO,47,/,0,,0,0
58,147,1,74,GO,47,/,0,,0,0
58,144,1,75,GO,47,/,0,,0,0
58,143,1,76,GO,47,/,0,,0,0
58,140,1,77,GO,47,/,0,,0,0
58,139,1,78,GO,47,/,0,,0,0
58,136,1,79,NG,72,H,0,,10050,50019
58,135,1,80,GO,47,/,0,,0,0
59,148,1,81,GO,47,/,0,,0,0
59,147,1,82,GO,47,/,0,,0,0
59,144,1,83,GO,47,/,0,,0,0
59,143,1,84,GO,47,/,0,,0,0
59,140,1,85,GO,47,/,0,,0,0
59,139,1,86,GO,47,/,0,,0,0
59,136,1,87,GO,47,/,0,,0,0
59,135,1,88,GO,47,/,0,,0,0
60,148,1,89,GO,47,/,0,,0,0
60,147,1,90,GO,47,/,0,,0,0
60,144,1,91,GO,47,/,0,,0,0
60,143,1,92,GO,47,/,0,,0,0
60,140,1,93,GO,47,/,0,,0,0
60,139,1,94,GO,47,/,0,,0,0
60,136,1,95,GO,47,/,0,,0,0
60,135,1,96,GO,47,/,0,,0,0
61,148,1,97,GO,47,/,0,,0,0
61,147,1,98,NG,72,H,0,,1006,1006
61,144,1,99,GO,47,/,0,,0,0
61,143,1,100,GO,47,/,0,,0,0
61,140,1,101,GO,47,/,0,,0,0
61,139,1,102,GO,47,/,0,,0,0
61,136,1,103,GO,47,/,0,,0,0
61,135,1,104,GO,47,/,0,,0,0
62,148,1,105,NG,72,H,0,,10050,50021
62,147,1,106,GO,47,/,0,,0,0
62,144,1,107,GO,47,/,0,,0,0
62,143,1,108,GO,47,/,0,,0,0
62,140,1,109,GO,47,/,0,,0,0
62,139,1,110,GO,47,/,0,,0,0
62,136,1,111,GO,47,/,0,,0,0
62,135,1,112,GO,47,/,0,,0,0
63,148,2,1,GO,42,*,0,,1001,0
63,147,2,2,GO,47,/,0,,0,0
63,144,2,3,GO,47,/,0,,0,0
63,143,2,4,GO,47,/,0,,0,0
63,140,2,5,GO,47,/,0,,0,0
63,139,2,6,GO,36,$,0,,26705,0
63,136,2,7,GO,47,/,0,,0,0
63,135,2,8,GO,47,/,0,,0,0
64,148,2,9,GO,47,/,0,,0,0
64,147,2,10,GO,47,/,0,,0,0
64,144,2,11,GO,47,/,0,,0,0
64,143,2,12,GO,47,/,0,,0,0
64,140,2,13,GO,47,/,0,,0,0
64,139,2,14,GO,47,/,0,,0,0
64,136,2,15,GO,47,/,0,,0,0
64,135,2,16,GO,47,/,0,,0,0
65,148,2,17,GO,47,/,0,,0,0
65,147,2,18,GO,47,/,0,,0,0
65,144,2,19,GO,47,/,0,,0,0
65,143,2,20,GO,47,/,0,,0,0
65,140,2,21,GO,47,/,0,,0,0
65,139,2,22,GO,47,/,0,,0,0
65,136,2,23,GO,47,/,0,,0,0
65,135,2,24,GO,47,/,0,,0,0
66,148,2,25,GO,47,/,0,,0,0
66,147,2,26,GO,47,/,0,,0,0
66,144,2,27,GO,47,/,0,,0,0
66,143,2,28,GO,47,/,0,,0,0
66,140,2,29,GO,47,/,0,,0,0
66,139,2,30,GO,47,/,0,,0,0
66,136,2,31,GO,47,/,0,,0,0
66,135,2,32,GO,47,/,0,,0,0
67,148,2,33,GO,47,/,0,,0,0
67,147,2,34,GO,47,/,0,,0,0
67,144,2,35,GO,47,/,0,,0,0
67,143,2,36,GO,47,/,0,,0,0
67,140,2,37,GO,47,/,0,,0,0
67,139,2,38,GO,47,/,0,,0,0
67,136,2,39,GO,47,/,0,,0,0
67,135,2,40,GO,47,/,0,,0,0
68,148,2,41,GO,47,/,0,,0,0
68,147,2,42,GO,47,/,0,,0,0
68,144,2,43,GO,47,/,0,,0,0
68,143,2,44,GO,42,*,0,,1001,0
68,140,2,45,GO,47,/,0,,0,0
68,139,2,46,GO,47,/,0,,0,0
68,136,2,47,GO,47,/,0,,0,0
68,135,2,48,GO,47,/,0,,0,0
69,148,2,49,GO,47,/,0,,0,0
69,147,2,50,GO,36,$,0,,26705,0
69,144,2,51,GO,47,/,0,,0,0
69,143,2,52,GO,47,/,0,,0,0
69,140,2,53,GO,47,/,0,,0,0
69,139,2,54,NG,72,H,0,,10051,1006
69,136,2,55,GO,47,/,0,,0,0
69,135,2,56,GO,47,/,0,,0,0
70,148,2,57,GO,47,/,0,,0,0
70,147,2,58,GO,47,/,0,,0,0
70,144,2,59,GO,47,/,0,,0,0
70,143,2,60,GO,47,/,0,,0,0
70,140,2,61,GO,47,/,0,,0,0
70,139,2,62,GO,47,/,0,,0,0
70,136,2,63,GO,47,/,0,,0,0
70,135,2,64,GO,47,/,0,,0,0
71,148,2,65,GO,47,/,0,,0,0
71,147,2,66,GO,47,/,0,,0,0
71,144,2,67,GO,47,/,0,,0,0
71,143,2,68,GO,47,/,0,,0,0
71,140,2,69,GO,47,/,0,,0,0
71,139,2,70,GO,47,/,0,,0,0
71,136,2,71,GO,47,/,0,,0,0
71,135,2,72,GO,47,/,0,,0,0
72,148,2,73,GO,47,/,0,,0,0
72,147,2,74,GO,47,/,0,,0,0
72,144,2,75,GO,47,/,0,,0,0
72,143,2,76,GO,47,/,0,,0,0
72,140,2,77,GO,47,/,0,,0,0
72,139,2,78,GO,47,/,0,,0,0
72,136,2,79,GO,47,/,0,,0,0
72,135,2,80,GO,47,/,0,,0,0
73,148,2,81,GO,47,/,0,,0,0
73,147,2,82,GO,47,/,0,,0,0
73,144,2,83,GO,47,/,0,,0,0
73,143,2,84,GO,47,/,0,,0,0
73,140,2,85,GO,47,/,0,,0,0
73,139,2,86,GO,47,/,0,,0,0
73,136,2,87,GO,47,/,0,,0,0
73,135,2,88,GO,47,/,0,,0,0
74,148,2,89,GO,47,/,0,,0,0
74,147,2,90,GO,47,/,0,,0,0
74,144,2,91,GO,47,/,0,,0,0
74,143,2,92,GO,47,/,0,,0,0
74,140,2,93,GO,47,/,0,,0,0
74,139,2,94,GO,47,/,0,,0,0
74,136,2,95,GO,47,/,0,,0,0
74,135,2,96,GO,47,/,0,,0,0
75,148,2,97,GO,47,/,0,,0,0
75,147,2,98,GO,47,/,0,,0,0
75,144,2,99,GO,47,/,0,,0,0
75,143,2,100,GO,47,/,0,,0,0
75,140,2,101,GO,47,/,0,,0,0
75,139,2,102,GO,47,/,0,,0,0
75,136,2,103,GO,47,/,0,,0,0
75,135,2,104,GO,47,/,0,,0,0
76,148,2,105,GO,47,/,0,,0,0
76,147,2,106,GO,47,/,0,,0,0
76,144,2,107,GO,42,*,0,,1001,0
76,143,2,108,GO,47,/,0,,0,0
76,140,2,109,GO,47,/,0,,0,0
76,139,2,110,GO,47,/,0,,0,0
76,136,2,111,GO,47,/,0,,0,0
76,135,2,112,GO,47,/,0,,0,0
63,134,3,1,GO,47,/,0,,0,0
63,133,3,2,GO,47,/,0,,0,0
63,130,3,3,GO,47,/,0,,0,0
63,129,3,4,GO,47,/,0,,0,0
63,126,3,5,GO,47,/,0,,0,0
63,125,3,6,GO,47,/,0,,0,0
63,122,3,7,GO,47,/,0,,0,0
63,121,3,8,GO,47,/,0,,0,0
64,134,3,9,GO,47,/,0,,0,0
64,133,3,10,GO,47,/,0,,0,0
64,130,3,11,GO,47,/,0,,0,0
64,129,3,12,GO,47,/,0,,0,0
64,126,3,13,GO,47,/,0,,0,0
64,125,3,14,GO,47,/,0,,0,0
64,122,3,15,GO,47,/,0,,0,0
64,121,3,16,GO,47,/,0,,0,0
65,134,3,17,GO,47,/,0,,0,0
65,133,3,18,GO,47,/,0,,0,0
65,130,3,19,GO,47,/,0,,0,0
65,129,3,20,GO,47,/,0,,0,0
65,126,3,21,GO,47,/,0,,0,0
65,125,3,22,GO,47,/,0,,0,0
65,122,3,23,GO,47,/,0,,0,0
65,121,3,24,GO,47,/,0,,0,0
66,134,3,25,GO,47,/,0,,0,0
66,133,3,26,GO,47,/,0,,0,0
66,130,3,27,GO,47,/,0,,0,0
66,129,3,28,GO,47,/,0,,0,0
66,126,3,29,GO,47,/,0,,0,0
66,125,3,30,GO,47,/,0,,0,0
66,122,3,31,GO,47,/,0,,0,0
66,121,3,32,GO,47,/,0,,0,0
67,134,3,33,NG,72,H,0,,10050,50021
67,133,3,34,GO,47,/,0,,0,0
67,130,3,35,GO,47,/,0,,0,0
67,129,3,36,GO,47,/,0,,0,0
67,126,3,37,GO,47,/,0,,0,0
67,125,3,38,GO,47,/,0,,0,0
67,122,3,39,GO,47,/,0,,0,0
67,121,3,40,GO,47,/,0,,0,0
68,134,3,41,GO,47,/,0,,0,0
68,133,3,42,GO,47,/,0,,0,0
68,130,3,43,NG,97,a,0,,41400,41400
68,129,3,44,GO,47,/,0,,0,0
68,126,3,45,GO,47,/,0,,0,0
68,125,3,46,GO,47,/,0,,0,0
68,122,3,47,GO,47,/,0,,0,0
68,121,3,48,GO,47,/,0,,0,0
69,134,3,49,GO,47,/,0,,0,0
69,133,3,50,GO,47,/,0,,0,0
69,130,3,51,GO,47,/,0,,0,0
69,129,3,52,GO,47,/,0,,0,0
69,126,3,53,GO,47,/,0,,0,0
69,125,3,54,GO,47,/,0,,0,0
69,122,3,55,GO,47,/,0,,0,0
69,121,3,56,GO,47,/,0,,0,0
70,134,3,57,GO,47,/,0,,0,0
70,133,3,58,GO,47,/,0,,0,0
70,130,3,59,GO,47,/,0,,0,0
70,129,3,60,GO,47,/,0,,0,0
70,126,3,61,GO,47,/,0,,0,0
70,125,3,62,GO,47,/,0,,0,0
70,122,3,63,GO,47,/,0,,0,0
70,121,3,64,GO,47,/,0,,0,0
71,134,3,65,GO,47,/,0,,0,0
71,133,3,66,NG,72,H,0,,50047,50047
71,130,3,67,GO,47,/,0,,0,0
71,129,3,68,GO,47,/,0,,0,0
71,126,3,69,GO,47,/,0,,0,0
71,125,3,70,GO,47,/,0,,0,0
71,122,3,71,GO,47,/,0,,0,0
71,121,3,72,GO,47,/,0,,0,0
72,134,3,73,GO,47,/,0,,0,0
72,133,3,74,GO,47,/,0,,0,0
72,130,3,75,GO,47,/,0,,0,0
72,129,3,76,GO,47,/,0,,0,0
72,126,3,77,GO,47,/,0,,0,0
72,125,3,78,GO,47,/,0,,0,0
72,122,3,79,GO,47,/,0,,0,0
72,121,3,80,GO,47,/,0,,0,0
73,134,3,81,GO,47,/,0,,0,0
73,133,3,82,GO,47,/,0,,0,0
73,130,3,83,GO,47,/,0,,0,0
73,129,3,84,GO,47,/,0,,0,0
73,126,3,85,GO,47,/,0,,0,0
73,125,3,86,GO,47,/,0,,0,0
73,122,3,87,GO,47,/,0,,0,0
73,121,3,88,GO,47,/,0,,0,0
74,134,3,89,GO,47,/,0,,0,0
74,133,3,90,GO,47,/,0,,0,0
74,130,3,91,GO,47,/,0,,0,0
74,129,3,92,GO,47,/,0,,0,0
74,126,3,93,GO,47,/,0,,0,0
74,125,3,94,GO,47,/,0,,0,0
74,122,3,95,GO,47,/,0,,0,0
74,121,3,96,GO,47,/,0,,0,0
75,134,3,97,GO,47,/,0,,0,0
75,133,3,98,GO,47,/,0,,0,0
75,130,3,99,GO,47,/,0,,0,0
75,129,3,100,GO,47,/,0,,0,0
75,126,3,101,GO,47,/,0,,0,0
75,125,3,102,GO,47,/,0,,0,0
75,122,3,103,GO,47,/,0,,0,0
75,121,3,104,GO,47,/,0,,0,0
76,134,3,105,GO,47,/,0,,0,0
76,133,3,106,GO,47,/,0,,0,0
76,130,3,107,GO,47,/,0,,0,0
76,129,3,108,GO,47,/,0,,0,0
76,126,3,109,GO,47,/,0,,0,0
76,125,3,110,GO,47,/,0,,0,0
76,122,3,111,GO,42,*,0,,1001,0
76,121,3,112,GO,42,*,0,,1001,0
49,134,4,1,GO,47,/,0,,0,0
49,133,4,2,GO,47,/,0,,0,0
49,130,4,3,GO,47,/,0,,0,0
49,129,4,4,GO,47,/,0,,0,0
49,126,4,5,GO,47,/,0,,0,0
49,125,4,6,GO,47,/,0,,0,0
49,122,4,7,GO,47,/,0,,0,0
49,121,4,8,GO,47,/,0,,0,0
50,134,4,9,GO,47,/,0,,0,0
50,133,4,10,GO,47,/,0,,0,0
50,130,4,11,GO,47,/,0,,0,0
50,129,4,12,GO,47,/,0,,0,0
50,126,4,13,GO,47,/,0,,0,0
50,125,4,14,GO,47,/,0,,0,0
50,122,4,15,GO,47,/,0,,0,0
50,121,4,16,GO,47,/,0,,0,0
51,134,4,17,GO,47,/,0,,0,0
51,133,4,18,GO,47,/,0,,0,0
51,130,4,19,GO,47,/,0,,0,0
51,129,4,20,GO,47,/,0,,0,0
51,126,4,21,GO,47,/,0,,0,0
51,125,4,22,GO,47,/,0,,0,0
51,122,4,23,NG,72,H,0,,10050,50022
51,121,4,24,GO,47,/,0,,0,0
52,134,4,25,GO,47,/,0,,0,0
52,133,4,26,GO,47,/,0,,0,0
52,130,4,27,GO,47,/,0,,0,0
52,129,4,28,GO,47,/,0,,0,0
52,126,4,29,GO,47,/,0,,0,0
52,125,4,30,GO,47,/,0,,0,0
52,122,4,31,NG,72,H,0,,50041,50041
52,121,4,32,GO,47,/,0,,0,0
53,134,4,33,NG,118,v,0,,1009,1009
53,133,4,34,GO,47,/,0,,0,0
53,130,4,35,GO,47,/,0,,0,0
53,129,4,36,GO,47,/,0,,0,0
53,126,4,37,GO,47,/,0,,0,0
53,125,4,38,NG,72,H,0,,10051,50018
53,122,4,39,GO,47,/,0,,0,0
53,121,4,40,GO,47,/,0,,0,0
54,134,4,41,GO,47,/,0,,0,0
54,133,4,42,GO,47,/,0,,0,0
54,130,4,43,GO,47,/,0,,0,0
54,129,4,44,GO,47,/,0,,0,0
54,126,4,45,GO,47,/,0,,0,0
54,125,4,46,GO,47,/,0,,0,0
54,122,4,47,GO,47,/,0,,0,0
54,121,4,48,GO,47,/,0,,0,0
55,134,4,49,GO,47,/,0,,0,0
55,133,4,50,GO,47,/,0,,0,0
55,130,4,51,GO,47,/,0,,0,0
55,129,4,52,GO,47,/,0,,0,0
55,126,4,53,GO,47,/,0,,0,0
55,125,4,54,GO,47,/,0,,0,0
55,122,4,55,GO,47,/,0,,0,0
55,121,4,56,NG,72,H,0,,10050,50022
56,134,4,57,GO,47,/,0,,0,0
56,133,4,58,GO,47,/,0,,0,0
56,130,4,59,NG,72,H,0,,10050,50022
56,129,4,60,GO,47,/,0,,0,0
56,126,4,61,GO,47,/,0,,0,0
56,125,4,62,NG,73,I,0,,50106,50123
56,122,4,63,GO,47,/,0,,0,0
56,121,4,64,GO,47,/,0,,0,0
57,134,4,65,GO,47,/,0,,0,0
57,133,4,66,GO,47,/,0,,0,0
57,130,4,67,GO,47,/,0,,0,0
57,129,4,68,GO,47,/,0,,0,0
57,126,4,69,GO,47,/,0,,0,0
57,125,4,70,GO,47,/,0,,0,0
57,122,4,71,GO,47,/,0,,0,0
57,121,4,72,NG,72,H,0,,10057,10057
58,134,4,73,GO,47,/,0,,0,0
58,133,4,74,GO,47,/,0,,0,0
58,130,4,75,GO,47,/,0,,0,0
58,129,4,76,GO,47,/,0,,0,0
58,126,4,77,GO,47,/,0,,0,0
58,125,4,78,GO,47,/,0,,0,0
58,122,4,79,GO,47,/,0,,0,0
58,121,4,80,GO,47,/,0,,0,0
59,134,4,81,GO,47,/,0,,0,0
59,133,4,82,NG,72,H,0,,50046,50047
59,130,4,83,GO,47,/,0,,0,0
59,129,4,84,GO,47,/,0,,0,0
59,126,4,85,GO,47,/,0,,0,0
59,125,4,86,GO,47,/,0,,0,0
59,122,4,87,GO,47,/,0,,0,0
59,121,4,88,GO,47,/,0,,0,0
60,134,4,89,GO,47,/,0,,0,0
60,133,4,90,GO,47,/,0,,0,0
60,130,4,91,GO,47,/,0,,0,0
60,129,4,92,GO,47,/,0,,0,0
60,126,4,93,GO,47,/,0,,0,0
60,125,4,94,GO,47,/,0,,0,0
60,122,4,95,GO,47,/,0,,0,0
60,121,4,96,GO,47,/,0,,0,0
61,134,4,97,GO,47,/,0,,0,0
61,133,4,98,GO,47,/,0,,0,0
61,130,4,99,GO,47,/,0,,0,0
61,129,4,100,GO,47,/,0,,0,0
61,126,4,101,GO,47,/,0,,0,0
61,125,4,102,GO,47,/,0,,0,0
61,122,4,103,GO,36,$,0,,26705,0
61,121,4,104,GO,47,/,0,,0,0
62,134,4,105,GO,47,/,0,,0,0
62,133,4,106,GO,47,/,0,,0,0
62,130,4,107,GO,47,/,0,,0,0
62,129,4,108,GO,47,/,0,,0,0
62,126,4,109,GO,47,/,0,,0,0
62,125,4,110,GO,47,/,0,,0,0
62,122,4,111,GO,42,*,0,,1001,0
62,121,4,112,GO,47,/,0,,0,0
49,132,5,1,GO,47,/,0,,0,0
49,131,5,2,GO,47,/,0,,0,0
49,128,5,3,NG,72,H,0,,10051,1006
49,127,5,4,GO,47,/,0,,0,0
49,124,5,5,GO,47,/,0,,0,0
49,123,5,6,GO,47,/,0,,0,0
49,120,5,7,GO,47,/,0,,0,0
49,119,5,8,GO,47,/,0,,0,0
50,132,5,9,GO,47,/,0,,0,0
50,131,5,10,GO,47,/,0,,0,0
50,128,5,11,GO,47,/,0,,0,0
50,127,5,12,GO,47,/,0,,0,0
50,124,5,13,GO,47,/,0,,0,0
50,123,5,14,GO,47,/,0,,0,0
50,120,5,15,GO,47,/,0,,0,0
50,119,5,16,GO,47,/,0,,0,0
51,132,5,17,GO,47,/,0,,0,0
51,131,5,18,GO,47,/,0,,0,0
51,128,5,19,GO,47,/,0,,0,0
51,127,5,20,GO,47,/,0,,0,0
51,124,5,21,GO,47,/,0,,0,0
51,123,5,22,GO,47,/,0,,0,0
51,120,5,23,GO,47,/,0,,0,0
51,119,5,24,GO,47,/,0,,0,0
52,132,5,25,GO,47,/,0,,0,0
52,131,5,26,GO,47,/,0,,0,0
52,128,5,27,GO,47,/,0,,0,0
52,127,5,28,GO,47,/,0,,0,0
52,124,5,29,GO,47,/,0,,0,0
52,123,5,30,GO,47,/,0,,0,0
52,120,5,31,GO,47,/,0,,0,0
52,119,5,32,GO,47,/,0,,0,0
53,132,5,33,GO,47,/,0,,0,0
53,131,5,34,GO,47,/,0,,0,0
53,128,5,35,GO,47,/,0,,0,0
53,127,5,36,GO,47,/,0,,0,0
53,124,5,37,GO,47,/,0,,0,0
53,123,5,38,GO,47,/,0,,0,0
53,120,5,39,GO,47,/,0,,0,0
53,119,5,40,GO,47,/,0,,0,0
54,132,5,41,GO,47,/,0,,0,0
54,131,5,42,GO,47,/,0,,0,0
54,128,5,43,GO,47,/,0,,0,0
54,127,5,44,GO,47,/,0,,0,0
54,124,5,45,GO,47,/,0,,0,0
54,123,5,46,GO,47,/,0,,0,0
54,120,5,47,GO,47,/,0,,0,0
54,119,5,48,GO,47,/,0,,0,0
55,132,5,49,GO,47,/,0,,0,0
55,131,5,50,GO,47,/,0,,0,0
55,128,5,51,GO,47,/,0,,0,0
55,127,5,52,GO,47,/,0,,0,0
55,124,5,53,GO,47,/,0,,0,0
55,123,5,54,GO,47,/,0,,0,0
55,120,5,55,GO,47,/,0,,0,0
55,119,5,56,GO,47,/,0,,0,0
56,132,5,57,GO,47,/,0,,0,0
56,131,5,58,GO,47,/,0,,0,0
56,128,5,59,NG,72,H,0,,10051,50011
56,127,5,60,GO,47,/,0,,0,0
56,124,5,61,GO,47,/,0,,0,0
56,123,5,62,GO,47,/,0,,0,0
56,120,5,63,GO,47,/,0,,0,0
56,119,5,64,GO,47,/,0,,0,0
57,132,5,65,GO,47,/,0,,0,0
57,131,5,66,GO,47,/,0,,0,0
57,128,5,67,GO,47,/,0,,0,0
57,127,5,68,GO,47,/,0,,0,0
57,124,5,69,GO,47,/,0,,0,0
57,123,5,70,GO,47,/,0,,0,0
57,120,5,71,GO,47,/,0,,0,0
57,119,5,72,GO,47,/,0,,0,0
58,132,5,73,GO,47,/,0,,0,0
58,131,5,74,GO,47,/,0,,0,0
58,128,5,75,GO,47,/,0,,0,0
58,127,5,76,GO,47,/,0,,0,0
58,124,5,77,GO,47,/,0,,0,0
58,123,5,78,GO,47,/,0,,0,0
58,120,5,79,GO,47,/,0,,0,0
58,119,5,80,GO,47,/,0,,0,0
59,132,5,81,GO,47,/,0,,0,0
59,131,5,82,GO,47,/,0,,0,0
59,128,5,83,GO,47,/,0,,0,0
59,127,5,84,GO,47,/,0,,0,0
59,124,5,85,GO,47,/,0,,0,0
59,123,5,86,GO,47,/,0,,0,0
59,120,5,87,GO,47,/,0,,0,0
59,119,5,88,GO,47,/,0,,0,0
60,132,5,89,GO,47,/,0,,0,0
60,131,5,90,GO,47,/,0,,0,0
60,128,5,91,GO,47,/,0,,0,0
60,127,5,92,GO,47,/,0,,0,0
60,124,5,93,GO,47,/,0,,0,0
60,123,5,94,GO,47,/,0,,0,0
60,120,5,95,GO,47,/,0,,0,0
60,119,5,96,GO,47,/,0,,0,0
61,132,5,97,GO,47,/,0,,0,0
61,131,5,98,GO,47,/,0,,0,0
61,128,5,99,GO,47,/,0,,0,0
61,127,5,100,GO,47,/,0,,0,0
61,124,5,101,GO,47,/,0,,0,0
61,123,5,102,GO,47,/,0,,0,0
61,120,5,103,GO,47,/,0,,0,0
61,119,5,104,GO,47,/,0,,0,0
62,132,5,105,GO,47,/,0,,0,0
62,131,5,106,GO,47,/,0,,0,0
62,128,5,107,GO,47,/,0,,0,0
62,127,5,108,GO,42,*,0,,1001,0
62,124,5,109,GO,47,/,0,,0,0
62,123,5,110,GO,47,/,0,,0,0
62,120,5,111,GO,47,/,0,,0,0
62,119,5,112,GO,47,/,0,,0,0
35,132,6,1,GO,47,/,0,,0,0
